Id problem,Weights,Prices,Capacity,Best picks,Best price,Average Weights,Average Prices,Cost function,Constraint
9667,"[21, 6, 37, 20, 38]","[4, 6, 8, 7, 9]",59,"[1, 1, 0, 1, 0]",17,24.4,6.8,Maximize: 4*x0 + 6*x1 + 8*x2 + 7*x3 + 9*x4,Constraint: 21*x0 + 6*x1 + 37*x2 + 20*x3 + 38*x4 <= 59
9668,"[33, 18, 47, 8, 39]","[5, 4, 17, 13, 9]",23,"[0, 0, 0, 1, 0]",13,29.0,9.6,Maximize: 5*x0 + 4*x1 + 17*x2 + 13*x3 + 9*x4,Constraint: 33*x0 + 18*x1 + 47*x2 + 8*x3 + 39*x4 <= 23
9669,"[28, 15, 30, 5, 36]","[12, 11, 11, 5, 14]",71,"[1, 0, 0, 1, 1]",31,22.8,10.6,Maximize: 12*x0 + 11*x1 + 11*x2 + 5*x3 + 14*x4,Constraint: 28*x0 + 15*x1 + 30*x2 + 5*x3 + 36*x4 <= 71
9670,"[46, 1, 29, 1, 5]","[16, 8, 18, 6, 3]",51,"[0, 1, 1, 1, 1]",35,16.4,10.2,Maximize: 16*x0 + 8*x1 + 18*x2 + 6*x3 + 3*x4,Constraint: 46*x0 + 1*x1 + 29*x2 + 1*x3 + 5*x4 <= 51
9671,"[42, 36, 28, 26, 41]","[16, 8, 5, 16, 18]",70,"[0, 0, 0, 1, 1]",34,34.6,12.6,Maximize: 16*x0 + 8*x1 + 5*x2 + 16*x3 + 18*x4,Constraint: 42*x0 + 36*x1 + 28*x2 + 26*x3 + 41*x4 <= 70
9672,"[14, 46, 34, 43, 16]","[1, 6, 1, 4, 15]",64,"[0, 1, 0, 0, 1]",21,30.6,5.4,Maximize: 1*x0 + 6*x1 + 1*x2 + 4*x3 + 15*x4,Constraint: 14*x0 + 46*x1 + 34*x2 + 43*x3 + 16*x4 <= 64
9673,"[33, 47, 29, 5, 3]","[14, 12, 1, 11, 18]",49,"[1, 0, 0, 1, 1]",43,23.4,11.2,Maximize: 14*x0 + 12*x1 + 1*x2 + 11*x3 + 18*x4,Constraint: 33*x0 + 47*x1 + 29*x2 + 5*x3 + 3*x4 <= 49
9674,"[25, 31, 47, 16, 38]","[13, 14, 12, 17, 5]",64,"[0, 1, 0, 1, 0]",31,31.4,12.2,Maximize: 13*x0 + 14*x1 + 12*x2 + 17*x3 + 5*x4,Constraint: 25*x0 + 31*x1 + 47*x2 + 16*x3 + 38*x4 <= 64
9675,"[20, 1, 4, 41, 41]","[3, 14, 2, 12, 8]",87,"[0, 1, 1, 1, 1]",36,21.4,7.8,Maximize: 3*x0 + 14*x1 + 2*x2 + 12*x3 + 8*x4,Constraint: 20*x0 + 1*x1 + 4*x2 + 41*x3 + 41*x4 <= 87
9676,"[42, 8, 36, 6, 6]","[2, 5, 19, 15, 16]",99,"[1, 1, 1, 1, 1]",57,19.6,11.4,Maximize: 2*x0 + 5*x1 + 19*x2 + 15*x3 + 16*x4,Constraint: 42*x0 + 8*x1 + 36*x2 + 6*x3 + 6*x4 <= 99
9677,"[29, 9, 13, 37, 20]","[10, 16, 5, 12, 2]",98,"[1, 1, 1, 1, 0]",43,21.6,9.0,Maximize: 10*x0 + 16*x1 + 5*x2 + 12*x3 + 2*x4,Constraint: 29*x0 + 9*x1 + 13*x2 + 37*x3 + 20*x4 <= 98
9678,"[43, 20, 48, 10, 1]","[8, 17, 6, 10, 10]",72,"[0, 1, 0, 1, 1]",37,24.4,10.2,Maximize: 8*x0 + 17*x1 + 6*x2 + 10*x3 + 10*x4,Constraint: 43*x0 + 20*x1 + 48*x2 + 10*x3 + 1*x4 <= 72
9679,"[16, 11, 33, 46, 29]","[1, 8, 2, 13, 13]",66,"[1, 1, 0, 0, 1]",22,27.0,7.4,Maximize: 1*x0 + 8*x1 + 2*x2 + 13*x3 + 13*x4,Constraint: 16*x0 + 11*x1 + 33*x2 + 46*x3 + 29*x4 <= 66
9680,"[48, 15, 13, 30, 20]","[8, 1, 7, 15, 17]",38,"[0, 0, 1, 0, 1]",24,25.2,9.6,Maximize: 8*x0 + 1*x1 + 7*x2 + 15*x3 + 17*x4,Constraint: 48*x0 + 15*x1 + 13*x2 + 30*x3 + 20*x4 <= 38
9681,"[19, 48, 47, 23, 20]","[19, 2, 17, 4, 8]",69,"[1, 0, 1, 0, 0]",36,31.4,10.0,Maximize: 19*x0 + 2*x1 + 17*x2 + 4*x3 + 8*x4,Constraint: 19*x0 + 48*x1 + 47*x2 + 23*x3 + 20*x4 <= 69
9682,"[11, 42, 48, 30, 42]","[18, 15, 9, 5, 19]",58,"[1, 0, 0, 0, 1]",37,34.6,13.2,Maximize: 18*x0 + 15*x1 + 9*x2 + 5*x3 + 19*x4,Constraint: 11*x0 + 42*x1 + 48*x2 + 30*x3 + 42*x4 <= 58
9683,"[22, 40, 3, 29, 19]","[2, 4, 14, 19, 11]",46,"[0, 0, 1, 1, 0]",33,22.6,10.0,Maximize: 2*x0 + 4*x1 + 14*x2 + 19*x3 + 11*x4,Constraint: 22*x0 + 40*x1 + 3*x2 + 29*x3 + 19*x4 <= 46
9684,"[16, 36, 38, 6, 12]","[7, 17, 16, 12, 9]",64,"[0, 1, 0, 1, 1]",38,21.6,12.2,Maximize: 7*x0 + 17*x1 + 16*x2 + 12*x3 + 9*x4,Constraint: 16*x0 + 36*x1 + 38*x2 + 6*x3 + 12*x4 <= 64
9685,"[18, 25, 5, 22, 37]","[13, 16, 13, 7, 1]",41,"[0, 1, 1, 0, 0]",29,21.4,10.0,Maximize: 13*x0 + 16*x1 + 13*x2 + 7*x3 + 1*x4,Constraint: 18*x0 + 25*x1 + 5*x2 + 22*x3 + 37*x4 <= 41
9686,"[33, 13, 22, 11, 2]","[19, 11, 10, 12, 10]",74,"[1, 1, 0, 1, 1]",52,16.2,12.4,Maximize: 19*x0 + 11*x1 + 10*x2 + 12*x3 + 10*x4,Constraint: 33*x0 + 13*x1 + 22*x2 + 11*x3 + 2*x4 <= 74
9687,"[29, 46, 10, 43, 9]","[17, 19, 3, 18, 17]",50,"[1, 0, 1, 0, 1]",37,27.4,14.8,Maximize: 17*x0 + 19*x1 + 3*x2 + 18*x3 + 17*x4,Constraint: 29*x0 + 46*x1 + 10*x2 + 43*x3 + 9*x4 <= 50
9688,"[31, 7, 10, 33, 26]","[17, 6, 13, 4, 8]",60,"[1, 1, 1, 0, 0]",36,21.4,9.6,Maximize: 17*x0 + 6*x1 + 13*x2 + 4*x3 + 8*x4,Constraint: 31*x0 + 7*x1 + 10*x2 + 33*x3 + 26*x4 <= 60
9689,"[17, 5, 43, 49, 23]","[9, 12, 5, 10, 6]",74,"[1, 1, 0, 1, 0]",31,27.4,8.4,Maximize: 9*x0 + 12*x1 + 5*x2 + 10*x3 + 6*x4,Constraint: 17*x0 + 5*x1 + 43*x2 + 49*x3 + 23*x4 <= 74
9690,"[34, 3, 4, 45, 13]","[5, 7, 12, 4, 7]",41,"[0, 1, 1, 0, 1]",26,19.8,7.0,Maximize: 5*x0 + 7*x1 + 12*x2 + 4*x3 + 7*x4,Constraint: 34*x0 + 3*x1 + 4*x2 + 45*x3 + 13*x4 <= 41
9691,"[4, 46, 48, 11, 23]","[2, 19, 5, 14, 10]",53,"[1, 0, 0, 1, 1]",26,26.4,10.0,Maximize: 2*x0 + 19*x1 + 5*x2 + 14*x3 + 10*x4,Constraint: 4*x0 + 46*x1 + 48*x2 + 11*x3 + 23*x4 <= 53
9692,"[12, 43, 19, 26, 30]","[14, 10, 1, 19, 8]",38,"[1, 0, 0, 1, 0]",33,26.0,10.4,Maximize: 14*x0 + 10*x1 + 1*x2 + 19*x3 + 8*x4,Constraint: 12*x0 + 43*x1 + 19*x2 + 26*x3 + 30*x4 <= 38
9693,"[18, 40, 34, 6, 36]","[18, 19, 13, 5, 4]",21,"[1, 0, 0, 0, 0]",18,26.8,11.8,Maximize: 18*x0 + 19*x1 + 13*x2 + 5*x3 + 4*x4,Constraint: 18*x0 + 40*x1 + 34*x2 + 6*x3 + 36*x4 <= 21
9694,"[25, 13, 45, 32, 36]","[15, 12, 14, 1, 8]",80,"[1, 1, 0, 0, 1]",35,30.2,10.0,Maximize: 15*x0 + 12*x1 + 14*x2 + 1*x3 + 8*x4,Constraint: 25*x0 + 13*x1 + 45*x2 + 32*x3 + 36*x4 <= 80
9695,"[14, 13, 3, 36, 4]","[2, 3, 17, 15, 12]",79,"[1, 1, 1, 1, 1]",49,14.0,9.8,Maximize: 2*x0 + 3*x1 + 17*x2 + 15*x3 + 12*x4,Constraint: 14*x0 + 13*x1 + 3*x2 + 36*x3 + 4*x4 <= 79
9696,"[28, 45, 13, 19, 16]","[3, 2, 10, 11, 19]",82,"[1, 0, 1, 1, 1]",43,24.2,9.0,Maximize: 3*x0 + 2*x1 + 10*x2 + 11*x3 + 19*x4,Constraint: 28*x0 + 45*x1 + 13*x2 + 19*x3 + 16*x4 <= 82
9697,"[39, 31, 23, 33, 43]","[15, 19, 12, 6, 4]",31,"[0, 1, 0, 0, 0]",19,33.8,11.2,Maximize: 15*x0 + 19*x1 + 12*x2 + 6*x3 + 4*x4,Constraint: 39*x0 + 31*x1 + 23*x2 + 33*x3 + 43*x4 <= 31
9698,"[6, 22, 37, 8, 6]","[10, 13, 2, 13, 1]",27,"[1, 0, 0, 1, 1]",24,15.8,7.8,Maximize: 10*x0 + 13*x1 + 2*x2 + 13*x3 + 1*x4,Constraint: 6*x0 + 22*x1 + 37*x2 + 8*x3 + 6*x4 <= 27
9699,"[2, 15, 27, 38, 19]","[4, 15, 15, 13, 16]",25,"[1, 0, 0, 0, 1]",20,20.2,12.6,Maximize: 4*x0 + 15*x1 + 15*x2 + 13*x3 + 16*x4,Constraint: 2*x0 + 15*x1 + 27*x2 + 38*x3 + 19*x4 <= 25
9700,"[37, 20, 3, 13, 26]","[18, 18, 15, 19, 15]",45,"[0, 1, 1, 1, 0]",52,19.8,17.0,Maximize: 18*x0 + 18*x1 + 15*x2 + 19*x3 + 15*x4,Constraint: 37*x0 + 20*x1 + 3*x2 + 13*x3 + 26*x4 <= 45
9701,"[35, 47, 8, 27, 8]","[17, 3, 11, 12, 5]",45,"[1, 0, 1, 0, 0]",28,25.0,9.6,Maximize: 17*x0 + 3*x1 + 11*x2 + 12*x3 + 5*x4,Constraint: 35*x0 + 47*x1 + 8*x2 + 27*x3 + 8*x4 <= 45
9702,"[36, 15, 47, 28, 40]","[5, 12, 17, 18, 17]",15,"[0, 1, 0, 0, 0]",12,33.2,13.8,Maximize: 5*x0 + 12*x1 + 17*x2 + 18*x3 + 17*x4,Constraint: 36*x0 + 15*x1 + 47*x2 + 28*x3 + 40*x4 <= 15
9703,"[7, 44, 48, 15, 10]","[1, 12, 2, 19, 8]",47,"[1, 0, 0, 1, 1]",28,24.8,8.4,Maximize: 1*x0 + 12*x1 + 2*x2 + 19*x3 + 8*x4,Constraint: 7*x0 + 44*x1 + 48*x2 + 15*x3 + 10*x4 <= 47
9704,"[25, 48, 18, 49, 8]","[9, 6, 19, 17, 4]",60,"[1, 0, 1, 0, 1]",32,29.6,11.0,Maximize: 9*x0 + 6*x1 + 19*x2 + 17*x3 + 4*x4,Constraint: 25*x0 + 48*x1 + 18*x2 + 49*x3 + 8*x4 <= 60
9705,"[30, 10, 2, 44, 44]","[1, 8, 11, 14, 9]",49,"[0, 0, 1, 1, 0]",25,26.0,8.6,Maximize: 1*x0 + 8*x1 + 11*x2 + 14*x3 + 9*x4,Constraint: 30*x0 + 10*x1 + 2*x2 + 44*x3 + 44*x4 <= 49
9706,"[24, 34, 3, 46, 39]","[5, 1, 14, 9, 14]",25,"[0, 0, 1, 0, 0]",14,29.2,8.6,Maximize: 5*x0 + 1*x1 + 14*x2 + 9*x3 + 14*x4,Constraint: 24*x0 + 34*x1 + 3*x2 + 46*x3 + 39*x4 <= 25
9707,"[19, 18, 46, 15, 45]","[7, 4, 9, 2, 1]",36,"[1, 0, 0, 1, 0]",9,28.6,4.6,Maximize: 7*x0 + 4*x1 + 9*x2 + 2*x3 + 1*x4,Constraint: 19*x0 + 18*x1 + 46*x2 + 15*x3 + 45*x4 <= 36
9708,"[3, 47, 21, 48, 32]","[10, 10, 1, 5, 13]",35,"[1, 0, 0, 0, 1]",23,30.2,7.8,Maximize: 10*x0 + 10*x1 + 1*x2 + 5*x3 + 13*x4,Constraint: 3*x0 + 47*x1 + 21*x2 + 48*x3 + 32*x4 <= 35
9709,"[7, 43, 19, 10, 46]","[8, 4, 3, 19, 9]",30,"[1, 0, 0, 1, 0]",27,25.0,8.6,Maximize: 8*x0 + 4*x1 + 3*x2 + 19*x3 + 9*x4,Constraint: 7*x0 + 43*x1 + 19*x2 + 10*x3 + 46*x4 <= 30
9710,"[36, 1, 12, 45, 36]","[17, 4, 13, 6, 12]",84,"[1, 0, 1, 0, 1]",42,26.0,10.4,Maximize: 17*x0 + 4*x1 + 13*x2 + 6*x3 + 12*x4,Constraint: 36*x0 + 1*x1 + 12*x2 + 45*x3 + 36*x4 <= 84
9711,"[48, 1, 14, 4, 33]","[15, 6, 18, 2, 1]",77,"[1, 1, 1, 1, 0]",41,20.0,8.4,Maximize: 15*x0 + 6*x1 + 18*x2 + 2*x3 + 1*x4,Constraint: 48*x0 + 1*x1 + 14*x2 + 4*x3 + 33*x4 <= 77
9712,"[31, 46, 35, 28, 32]","[8, 9, 12, 6, 5]",56,"[0, 0, 1, 0, 0]",12,34.4,8.0,Maximize: 8*x0 + 9*x1 + 12*x2 + 6*x3 + 5*x4,Constraint: 31*x0 + 46*x1 + 35*x2 + 28*x3 + 32*x4 <= 56
9713,"[27, 11, 41, 23, 28]","[11, 10, 10, 1, 19]",98,"[1, 1, 0, 1, 1]",41,26.0,10.2,Maximize: 11*x0 + 10*x1 + 10*x2 + 1*x3 + 19*x4,Constraint: 27*x0 + 11*x1 + 41*x2 + 23*x3 + 28*x4 <= 98
9714,"[19, 19, 14, 2, 37]","[10, 3, 4, 17, 16]",24,"[1, 0, 0, 1, 0]",27,18.2,10.0,Maximize: 10*x0 + 3*x1 + 4*x2 + 17*x3 + 16*x4,Constraint: 19*x0 + 19*x1 + 14*x2 + 2*x3 + 37*x4 <= 24
9715,"[24, 49, 32, 6, 31]","[5, 3, 7, 10, 7]",31,"[1, 0, 0, 1, 0]",15,28.4,6.4,Maximize: 5*x0 + 3*x1 + 7*x2 + 10*x3 + 7*x4,Constraint: 24*x0 + 49*x1 + 32*x2 + 6*x3 + 31*x4 <= 31
9716,"[2, 45, 34, 20, 32]","[10, 13, 18, 13, 12]",26,"[1, 0, 0, 1, 0]",23,26.6,13.2,Maximize: 10*x0 + 13*x1 + 18*x2 + 13*x3 + 12*x4,Constraint: 2*x0 + 45*x1 + 34*x2 + 20*x3 + 32*x4 <= 26
9717,"[32, 11, 6, 46, 24]","[17, 15, 11, 9, 13]",72,"[1, 1, 0, 0, 1]",45,23.8,13.0,Maximize: 17*x0 + 15*x1 + 11*x2 + 9*x3 + 13*x4,Constraint: 32*x0 + 11*x1 + 6*x2 + 46*x3 + 24*x4 <= 72
9718,"[5, 18, 10, 7, 36]","[5, 6, 3, 2, 12]",53,"[1, 0, 1, 0, 1]",20,15.2,5.6,Maximize: 5*x0 + 6*x1 + 3*x2 + 2*x3 + 12*x4,Constraint: 5*x0 + 18*x1 + 10*x2 + 7*x3 + 36*x4 <= 53
9719,"[6, 21, 19, 26, 18]","[11, 9, 10, 1, 17]",71,"[1, 1, 1, 0, 1]",47,18.0,9.6,Maximize: 11*x0 + 9*x1 + 10*x2 + 1*x3 + 17*x4,Constraint: 6*x0 + 21*x1 + 19*x2 + 26*x3 + 18*x4 <= 71
9720,"[24, 41, 18, 28, 44]","[10, 10, 17, 3, 9]",64,"[1, 0, 1, 0, 0]",27,31.0,9.8,Maximize: 10*x0 + 10*x1 + 17*x2 + 3*x3 + 9*x4,Constraint: 24*x0 + 41*x1 + 18*x2 + 28*x3 + 44*x4 <= 64
9721,"[15, 27, 20, 16, 41]","[5, 5, 10, 18, 11]",43,"[0, 0, 1, 1, 0]",28,23.8,9.8,Maximize: 5*x0 + 5*x1 + 10*x2 + 18*x3 + 11*x4,Constraint: 15*x0 + 27*x1 + 20*x2 + 16*x3 + 41*x4 <= 43
9722,"[5, 9, 11, 24, 13]","[16, 6, 11, 11, 4]",54,"[1, 1, 1, 1, 0]",44,12.4,9.6,Maximize: 16*x0 + 6*x1 + 11*x2 + 11*x3 + 4*x4,Constraint: 5*x0 + 9*x1 + 11*x2 + 24*x3 + 13*x4 <= 54
9723,"[3, 35, 45, 12, 10]","[16, 18, 1, 16, 10]",57,"[1, 1, 0, 1, 0]",50,21.0,12.2,Maximize: 16*x0 + 18*x1 + 1*x2 + 16*x3 + 10*x4,Constraint: 3*x0 + 35*x1 + 45*x2 + 12*x3 + 10*x4 <= 57
9724,"[6, 2, 37, 27, 11]","[18, 17, 2, 13, 8]",19,"[1, 1, 0, 0, 1]",43,16.6,11.6,Maximize: 18*x0 + 17*x1 + 2*x2 + 13*x3 + 8*x4,Constraint: 6*x0 + 2*x1 + 37*x2 + 27*x3 + 11*x4 <= 19
9725,"[38, 2, 4, 30, 7]","[6, 8, 6, 4, 11]",31,"[0, 1, 1, 0, 1]",25,16.2,7.0,Maximize: 6*x0 + 8*x1 + 6*x2 + 4*x3 + 11*x4,Constraint: 38*x0 + 2*x1 + 4*x2 + 30*x3 + 7*x4 <= 31
9726,"[26, 24, 47, 39, 5]","[9, 6, 15, 8, 3]",54,"[0, 0, 1, 0, 1]",18,28.2,8.2,Maximize: 9*x0 + 6*x1 + 15*x2 + 8*x3 + 3*x4,Constraint: 26*x0 + 24*x1 + 47*x2 + 39*x3 + 5*x4 <= 54
9727,"[31, 34, 44, 23, 25]","[19, 4, 6, 18, 14]",66,"[1, 0, 0, 1, 0]",37,31.4,12.2,Maximize: 19*x0 + 4*x1 + 6*x2 + 18*x3 + 14*x4,Constraint: 31*x0 + 34*x1 + 44*x2 + 23*x3 + 25*x4 <= 66
9728,"[17, 45, 14, 36, 7]","[16, 3, 9, 9, 13]",16,"[0, 0, 0, 0, 1]",13,23.8,10.0,Maximize: 16*x0 + 3*x1 + 9*x2 + 9*x3 + 13*x4,Constraint: 17*x0 + 45*x1 + 14*x2 + 36*x3 + 7*x4 <= 16
9729,"[34, 4, 34, 21, 9]","[9, 5, 4, 15, 10]",20,"[0, 1, 0, 0, 1]",15,20.4,8.6,Maximize: 9*x0 + 5*x1 + 4*x2 + 15*x3 + 10*x4,Constraint: 34*x0 + 4*x1 + 34*x2 + 21*x3 + 9*x4 <= 20
9730,"[38, 44, 13, 37, 34]","[15, 14, 10, 16, 13]",83,"[1, 0, 0, 1, 0]",31,33.2,13.6,Maximize: 15*x0 + 14*x1 + 10*x2 + 16*x3 + 13*x4,Constraint: 38*x0 + 44*x1 + 13*x2 + 37*x3 + 34*x4 <= 83
9731,"[30, 42, 12, 8, 18]","[10, 12, 17, 2, 12]",99,"[0, 1, 1, 1, 1]",43,22.0,10.6,Maximize: 10*x0 + 12*x1 + 17*x2 + 2*x3 + 12*x4,Constraint: 30*x0 + 42*x1 + 12*x2 + 8*x3 + 18*x4 <= 99
9732,"[31, 18, 15, 45, 3]","[2, 15, 4, 16, 5]",27,"[0, 1, 0, 0, 1]",20,22.4,8.4,Maximize: 2*x0 + 15*x1 + 4*x2 + 16*x3 + 5*x4,Constraint: 31*x0 + 18*x1 + 15*x2 + 45*x3 + 3*x4 <= 27
9733,"[46, 16, 24, 34, 10]","[9, 6, 14, 8, 1]",53,"[0, 1, 1, 0, 1]",21,26.0,7.6,Maximize: 9*x0 + 6*x1 + 14*x2 + 8*x3 + 1*x4,Constraint: 46*x0 + 16*x1 + 24*x2 + 34*x3 + 10*x4 <= 53
9734,"[36, 16, 21, 38, 47]","[11, 17, 7, 16, 5]",18,"[0, 1, 0, 0, 0]",17,31.6,11.2,Maximize: 11*x0 + 17*x1 + 7*x2 + 16*x3 + 5*x4,Constraint: 36*x0 + 16*x1 + 21*x2 + 38*x3 + 47*x4 <= 18
9735,"[1, 38, 8, 27, 41]","[9, 13, 17, 10, 4]",69,"[1, 1, 1, 0, 0]",39,23.0,10.6,Maximize: 9*x0 + 13*x1 + 17*x2 + 10*x3 + 4*x4,Constraint: 1*x0 + 38*x1 + 8*x2 + 27*x3 + 41*x4 <= 69
9736,"[8, 29, 24, 48, 39]","[10, 19, 9, 5, 16]",94,"[1, 1, 0, 0, 1]",45,29.6,11.8,Maximize: 10*x0 + 19*x1 + 9*x2 + 5*x3 + 16*x4,Constraint: 8*x0 + 29*x1 + 24*x2 + 48*x3 + 39*x4 <= 94
9737,"[27, 27, 38, 39, 47]","[3, 19, 5, 17, 2]",72,"[0, 1, 0, 1, 0]",36,35.6,9.2,Maximize: 3*x0 + 19*x1 + 5*x2 + 17*x3 + 2*x4,Constraint: 27*x0 + 27*x1 + 38*x2 + 39*x3 + 47*x4 <= 72
9738,"[20, 5, 30, 44, 42]","[1, 9, 13, 14, 17]",87,"[0, 1, 1, 0, 1]",39,28.2,10.8,Maximize: 1*x0 + 9*x1 + 13*x2 + 14*x3 + 17*x4,Constraint: 20*x0 + 5*x1 + 30*x2 + 44*x3 + 42*x4 <= 87
9739,"[15, 20, 3, 46, 19]","[18, 6, 17, 16, 17]",77,"[1, 1, 1, 0, 1]",58,20.6,14.8,Maximize: 18*x0 + 6*x1 + 17*x2 + 16*x3 + 17*x4,Constraint: 15*x0 + 20*x1 + 3*x2 + 46*x3 + 19*x4 <= 77
9740,"[48, 11, 9, 42, 48]","[16, 3, 7, 11, 5]",41,"[0, 1, 1, 0, 0]",10,31.6,8.4,Maximize: 16*x0 + 3*x1 + 7*x2 + 11*x3 + 5*x4,Constraint: 48*x0 + 11*x1 + 9*x2 + 42*x3 + 48*x4 <= 41
9741,"[19, 2, 26, 15, 43]","[19, 14, 13, 11, 8]",84,"[1, 1, 1, 1, 0]",57,21.0,13.0,Maximize: 19*x0 + 14*x1 + 13*x2 + 11*x3 + 8*x4,Constraint: 19*x0 + 2*x1 + 26*x2 + 15*x3 + 43*x4 <= 84
9742,"[17, 30, 20, 46, 29]","[7, 2, 19, 6, 12]",66,"[1, 0, 1, 0, 1]",38,28.4,9.2,Maximize: 7*x0 + 2*x1 + 19*x2 + 6*x3 + 12*x4,Constraint: 17*x0 + 30*x1 + 20*x2 + 46*x3 + 29*x4 <= 66
9743,"[30, 46, 29, 34, 48]","[18, 14, 17, 8, 15]",22,"[0, 0, 0, 0, 0]",0,37.4,14.4,Maximize: 18*x0 + 14*x1 + 17*x2 + 8*x3 + 15*x4,Constraint: 30*x0 + 46*x1 + 29*x2 + 34*x3 + 48*x4 <= 22
9744,"[44, 42, 45, 11, 49]","[3, 3, 19, 15, 10]",38,"[0, 0, 0, 1, 0]",15,38.2,10.0,Maximize: 3*x0 + 3*x1 + 19*x2 + 15*x3 + 10*x4,Constraint: 44*x0 + 42*x1 + 45*x2 + 11*x3 + 49*x4 <= 38
9745,"[30, 3, 24, 7, 36]","[10, 7, 2, 9, 6]",42,"[1, 1, 0, 1, 0]",26,20.0,6.8,Maximize: 10*x0 + 7*x1 + 2*x2 + 9*x3 + 6*x4,Constraint: 30*x0 + 3*x1 + 24*x2 + 7*x3 + 36*x4 <= 42
9746,"[33, 40, 41, 19, 29]","[18, 3, 6, 9, 7]",45,"[1, 0, 0, 0, 0]",18,32.4,8.6,Maximize: 18*x0 + 3*x1 + 6*x2 + 9*x3 + 7*x4,Constraint: 33*x0 + 40*x1 + 41*x2 + 19*x3 + 29*x4 <= 45
9747,"[5, 37, 42, 28, 42]","[2, 19, 18, 5, 14]",83,"[0, 1, 1, 0, 0]",37,30.8,11.6,Maximize: 2*x0 + 19*x1 + 18*x2 + 5*x3 + 14*x4,Constraint: 5*x0 + 37*x1 + 42*x2 + 28*x3 + 42*x4 <= 83
9748,"[44, 12, 11, 43, 5]","[14, 10, 18, 12, 18]",76,"[1, 1, 1, 0, 1]",60,23.0,14.4,Maximize: 14*x0 + 10*x1 + 18*x2 + 12*x3 + 18*x4,Constraint: 44*x0 + 12*x1 + 11*x2 + 43*x3 + 5*x4 <= 76
9749,"[48, 43, 36, 7, 7]","[2, 10, 17, 10, 16]",74,"[0, 0, 1, 1, 1]",43,28.2,11.0,Maximize: 2*x0 + 10*x1 + 17*x2 + 10*x3 + 16*x4,Constraint: 48*x0 + 43*x1 + 36*x2 + 7*x3 + 7*x4 <= 74
9750,"[6, 43, 44, 15, 43]","[5, 8, 13, 11, 12]",18,"[0, 0, 0, 1, 0]",11,30.2,9.8,Maximize: 5*x0 + 8*x1 + 13*x2 + 11*x3 + 12*x4,Constraint: 6*x0 + 43*x1 + 44*x2 + 15*x3 + 43*x4 <= 18
9751,"[11, 18, 1, 32, 17]","[5, 9, 3, 5, 9]",50,"[1, 1, 1, 0, 1]",26,15.8,6.2,Maximize: 5*x0 + 9*x1 + 3*x2 + 5*x3 + 9*x4,Constraint: 11*x0 + 18*x1 + 1*x2 + 32*x3 + 17*x4 <= 50
9752,"[48, 11, 30, 4, 26]","[2, 18, 7, 15, 19]",51,"[0, 1, 0, 1, 1]",52,23.8,12.2,Maximize: 2*x0 + 18*x1 + 7*x2 + 15*x3 + 19*x4,Constraint: 48*x0 + 11*x1 + 30*x2 + 4*x3 + 26*x4 <= 51
9753,"[34, 34, 18, 9, 4]","[14, 17, 15, 19, 2]",68,"[0, 1, 1, 1, 1]",53,19.8,13.4,Maximize: 14*x0 + 17*x1 + 15*x2 + 19*x3 + 2*x4,Constraint: 34*x0 + 34*x1 + 18*x2 + 9*x3 + 4*x4 <= 68
9754,"[40, 23, 20, 6, 14]","[6, 5, 7, 12, 10]",51,"[0, 0, 1, 1, 1]",29,20.6,8.0,Maximize: 6*x0 + 5*x1 + 7*x2 + 12*x3 + 10*x4,Constraint: 40*x0 + 23*x1 + 20*x2 + 6*x3 + 14*x4 <= 51
9755,"[39, 13, 46, 41, 26]","[3, 15, 1, 6, 13]",93,"[0, 1, 0, 1, 1]",34,33.0,7.6,Maximize: 3*x0 + 15*x1 + 1*x2 + 6*x3 + 13*x4,Constraint: 39*x0 + 13*x1 + 46*x2 + 41*x3 + 26*x4 <= 93
9756,"[7, 3, 37, 48, 33]","[10, 12, 3, 16, 1]",40,"[1, 1, 0, 0, 0]",22,25.6,8.4,Maximize: 10*x0 + 12*x1 + 3*x2 + 16*x3 + 1*x4,Constraint: 7*x0 + 3*x1 + 37*x2 + 48*x3 + 33*x4 <= 40
9757,"[6, 38, 32, 44, 14]","[19, 19, 5, 13, 17]",15,"[1, 0, 0, 0, 0]",19,26.8,14.6,Maximize: 19*x0 + 19*x1 + 5*x2 + 13*x3 + 17*x4,Constraint: 6*x0 + 38*x1 + 32*x2 + 44*x3 + 14*x4 <= 15
9758,"[49, 34, 7, 28, 9]","[3, 1, 1, 5, 13]",65,"[0, 0, 1, 1, 1]",19,25.4,4.6,Maximize: 3*x0 + 1*x1 + 1*x2 + 5*x3 + 13*x4,Constraint: 49*x0 + 34*x1 + 7*x2 + 28*x3 + 9*x4 <= 65
9759,"[47, 15, 35, 13, 35]","[8, 3, 3, 13, 7]",99,"[1, 0, 0, 1, 1]",28,29.0,6.8,Maximize: 8*x0 + 3*x1 + 3*x2 + 13*x3 + 7*x4,Constraint: 47*x0 + 15*x1 + 35*x2 + 13*x3 + 35*x4 <= 99
9760,"[47, 17, 39, 28, 41]","[5, 15, 14, 19, 8]",92,"[0, 1, 1, 1, 0]",48,34.4,12.2,Maximize: 5*x0 + 15*x1 + 14*x2 + 19*x3 + 8*x4,Constraint: 47*x0 + 17*x1 + 39*x2 + 28*x3 + 41*x4 <= 92
